,Intellect,Integrity,Courage,Reflexes,Patience,House,Ofstev Rating,Year
18345,11,23,6,10,32,Humblescrumble,18,1963
18346,34,47,10,10,36,Humblescrumble,38,1963
18347,21,37,23,21,31,Serpentyne,18,1963
18348,51,16,30,30,28,Humblescrumble,23,1963
18349,53,23,29,60,9,Humblescrumble,15,1963
18350,34,8,60,39,16,Serpentyne,25,1963
18351,8,32,53,60,14,Dragonslayer,33,1963
18352,60,42,54,24,6,Serpentyne,13,1963
18353,34,15,15,52,11,Serpentyne,37,1963
18354,50,51,24,46,54,Humblescrumble,35,1963
18355,66,48,52,19,79,Thought-Talon,64,1963
18356,26,9,43,21,20,Dragonslayer,28,1963
18357,53,1,35,35,44,Thought-Talon,37,1963
18358,16,30,39,46,47,Dragonslayer,23,1963
18359,42,29,32,24,17,Serpentyne,11,1964
18360,32,62,26,31,53,Thought-Talon,31,1964
18361,29,21,63,46,41,Thought-Talon,24,1964
18362,39,40,41,35,22,Dragonslayer,28,1964
18363,17,21,16,13,17,Humblescrumble,11,1964
18364,17,19,56,33,40,Dragonslayer,32,1964
18365,58,26,32,16,59,Humblescrumble,21,1964
18366,14,39,54,16,46,Dragonslayer,19,1964
18367,36,29,26,25,53,Thought-Talon,25,1964
18368,25,52,57,23,25,Dragonslayer,29,1964
18369,50,22,18,59,5,Humblescrumble,22,1964
18370,30,21,28,21,9,Thought-Talon,11,1964
18371,48,21,56,38,50,Serpentyne,30,1964
18372,53,57,32,36,55,Dragonslayer,35,1964
18373,11,45,30,13,64,Humblescrumble,21,1964
18374,23,13,52,34,55,Dragonslayer,36,1964
18375,63,13,13,39,34,Serpentyne,21,1964
18376,13,13,27,15,24,Thought-Talon,14,1964
18377,17,5,57,38,11,Thought-Talon,6,1964
18378,33,26,37,44,11,Humblescrumble,15,1964
18379,60,69,30,19,39,Dragonslayer,24,1964
18380,24,12,39,32,61,Serpentyne,19,1964
18381,22,37,51,6,25,Thought-Talon,28,1964
18382,33,9,30,17,23,Thought-Talon,20,1964
18383,14,16,12,3,44,Humblescrumble,22,1964
18384,69,24,16,61,33,Serpentyne,42,1964
18385,12,18,33,37,15,Dragonslayer,18,1964
18386,27,28,46,23,26,Dragonslayer,32,1964
18387,7,29,6,16,37,Dragonslayer,5,1964
18388,27,30,53,51,15,Dragonslayer,23,1964
18389,15,37,31,43,31,Humblescrumble,16,1964
18390,38,33,30,40,28,Dragonslayer,26,1964
18391,28,39,11,27,68,Serpentyne,25,1964
18392,40,27,49,29,9,Serpentyne,18,1964
18393,63,26,45,27,46,Humblescrumble,18,1964
18394,14,34,8,29,46,Humblescrumble,21,1964
18395,17,29,4,25,13,Dragonslayer,4,1964
18396,21,30,11,39,30,Serpentyne,21,1964
18397,17,55,3,49,11,Thought-Talon,5,1964
18398,41,15,52,53,37,Serpentyne,31,1964
18399,36,28,66,43,55,Humblescrumble,23,1965
18400,23,14,56,57,59,Humblescrumble,30,1965
18401,9,23,41,24,53,Dragonslayer,20,1965
18402,23,32,20,42,45,Dragonslayer,14,1965
18403,38,44,26,19,62,Dragonslayer,20,1965
18404,29,44,53,63,33,Serpentyne,32,1965
18405,63,9,41,54,55,Thought-Talon,47,1965
18406,74,36,10,36,26,Serpentyne,23,1965
18407,31,16,14,31,34,Serpentyne,19,1965
18408,23,11,22,15,48,Serpentyne,26,1965
18409,34,33,45,14,31,Dragonslayer,19,1965
18410,45,17,21,60,26,Thought-Talon,19,1965
18411,23,48,15,30,22,Humblescrumble,24,1965
18412,21,44,25,31,17,Humblescrumble,19,1965
18413,47,32,37,33,14,Humblescrumble,22,1965
18414,19,6,35,33,21,Humblescrumble,10,1965
18415,34,3,17,37,23,Thought-Talon,26,1965
18416,24,45,45,10,37,Serpentyne,17,1965
18417,30,57,3,11,61,Dragonslayer,0,1965
18418,46,20,51,43,17,Serpentyne,28,1965
18419,27,13,40,43,21,Humblescrumble,15,1965
18420,11,31,47,30,34,Humblescrumble,14,1965
18421,30,30,19,37,29,Dragonslayer,17,1965
18422,34,2,23,61,5,Serpentyne,33,1965
18423,39,24,25,16,55,Thought-Talon,22,1965
18424,30,20,43,23,18,Humblescrumble,15,1965
18425,8,11,25,9,69,Humblescrumble,27,1965
18426,59,26,11,21,15,Thought-Talon,20,1965
18427,10,31,41,30,18,Humblescrumble,21,1965
18428,32,27,24,7,22,Serpentyne,7,1965
18429,17,33,1,57,14,Dragonslayer,0,1965
18430,58,46,28,22,20,Thought-Talon,28,1965
18431,52,41,52,61,7,Thought-Talon,10,1965
18432,21,14,42,16,61,Dragonslayer,26,1965
18433,18,16,12,16,7,Dragonslayer,7,1965
18434,38,38,37,23,57,Thought-Talon,43,1965
18435,47,55,25,41,39,Thought-Talon,26,1965
18436,51,54,57,55,47,Dragonslayer,46,1965
18437,26,39,34,26,34,Humblescrumble,24,1965
18438,24,24,12,31,40,Serpentyne,30,1966
18439,14,13,36,60,9,Humblescrumble,14,1966
18440,31,44,24,41,43,Humblescrumble,29,1966
18441,5,58,45,41,33,Dragonslayer,24,1966
18442,52,31,42,33,36,Thought-Talon,40,1966
18443,5,47,9,60,62,Dragonslayer,5,1966
18444,6,39,43,13,7,Serpentyne,5,1966
18445,60,17,18,35,51,Serpentyne,31,1966
18446,30,29,20,27,18,Humblescrumble,23,1966
18447,51,39,22,31,37,Dragonslayer,27,1966
18448,44,22,25,59,18,Humblescrumble,17,1966
18449,25,40,32,19,40,Humblescrumble,18,1966
18450,27,47,56,26,72,Dragonslayer,24,1966
18451,39,44,39,11,17,Serpentyne,8,1966
18452,14,18,40,74,24,Dragonslayer,22,1966
18453,27,11,43,14,7,Dragonslayer,19,1966
18454,13,19,11,41,12,Thought-Talon,6,1966
18455,34,48,45,29,29,Serpentyne,18,1966
18456,24,15,24,33,27,Thought-Talon,14,1966
18457,53,58,14,20,11,Dragonslayer,9,1966
18458,33,51,15,39,16,Dragonslayer,20,1966
18459,40,30,5,17,65,Thought-Talon,18,1966
18460,19,41,24,16,36,Humblescrumble,17,1966
18461,38,34,16,14,24,Thought-Talon,18,1966
18462,12,21,39,26,10,Humblescrumble,9,1966
18463,13,49,48,30,54,Thought-Talon,10,1966
18464,9,20,37,6,35,Humblescrumble,25,1966
18465,55,16,24,22,18,Serpentyne,12,1966
18466,30,39,16,28,35,Thought-Talon,20,1966
18467,55,56,14,25,17,Humblescrumble,39,1966
18468,51,29,15,28,10,Serpentyne,11,1966
18469,50,54,14,52,70,Serpentyne,45,1966
18470,63,28,25,33,40,Humblescrumble,15,1966
18471,7,51,16,42,8,Humblescrumble,22,1966
18472,33,49,38,28,41,Thought-Talon,36,1966
18473,4,28,49,23,37,Serpentyne,11,1966
18474,15,35,38,12,26,Humblescrumble,17,1966
18475,28,16,23,42,21,Thought-Talon,16,1966
18476,36,29,46,35,32,Thought-Talon,34,1966
18477,34,25,26,23,32,Dragonslayer,24,1966
18478,41,40,50,17,58,Dragonslayer,23,1966
18479,28,34,74,51,29,Dragonslayer,44,1966
18480,53,19,11,13,25,Thought-Talon,22,1966
18481,21,54,35,20,41,Dragonslayer,29,1966
18482,25,70,57,20,55,Serpentyne,29,1966
18483,11,58,57,39,31,Humblescrumble,21,1966
18484,22,30,56,24,64,Dragonslayer,22,1966
18485,16,49,27,40,40,Humblescrumble,19,1966
18486,30,27,53,31,59,Thought-Talon,28,1966
18487,44,22,21,44,13,Humblescrumble,10,1966
18488,43,14,27,37,17,Serpentyne,28,1966
18489,6,38,32,52,47,Humblescrumble,16,1967
18490,28,35,10,29,57,Dragonslayer,14,1967
18491,48,49,22,63,70,Thought-Talon,30,1967
18492,13,69,24,42,49,Humblescrumble,20,1967
18493,35,30,46,24,62,Dragonslayer,28,1967
18494,10,60,57,7,28,Thought-Talon,9,1967
18495,28,35,14,45,40,Thought-Talon,17,1967
18496,42,40,46,49,20,Serpentyne,32,1967
18497,39,8,28,21,34,Thought-Talon,25,1967
18498,8,33,40,8,47,Serpentyne,6,1967
18499,23,67,19,40,21,Humblescrumble,24,1967
18500,13,28,38,45,17,Dragonslayer,20,1967
18501,49,50,49,27,24,Serpentyne,18,1967
18502,45,15,21,22,54,Humblescrumble,21,1967
18503,43,21,26,34,36,Thought-Talon,36,1967
18504,29,49,45,17,17,Humblescrumble,23,1967
18505,6,14,5,28,69,Thought-Talon,2,1967
18506,28,52,36,22,15,Humblescrumble,29,1967
18507,51,20,56,27,17,Dragonslayer,28,1967
18508,59,54,8,25,42,Humblescrumble,39,1967
18509,45,51,7,57,18,Serpentyne,40,1967
18510,22,2,55,22,37,Serpentyne,25,1967
18511,25,22,7,21,40,Serpentyne,26,1967
18512,50,11,33,40,12,Serpentyne,29,1967
18513,26,44,28,16,34,Thought-Talon,32,1967
18514,62,11,60,34,16,Dragonslayer,24,1967
18515,34,44,49,40,40,Dragonslayer,43,1967
18516,65,7,6,41,49,Humblescrumble,17,1967
18517,15,25,16,48,36,Humblescrumble,22,1967
18518,55,32,26,76,20,Serpentyne,43,1967
18519,30,16,59,28,19,Thought-Talon,16,1967
18520,42,15,39,15,6,Serpentyne,4,1967
18521,25,29,2,60,47,Humblescrumble,29,1967
18522,31,37,34,30,15,Dragonslayer,22,1967
18523,28,4,42,39,34,Dragonslayer,28,1967
18524,21,33,3,9,55,Humblescrumble,28,1967
18525,65,51,63,58,4,Dragonslayer,40,1967
18526,37,24,40,13,48,Dragonslayer,17,1967
18527,66,24,49,19,18,Humblescrumble,8,1967
18528,28,26,44,33,24,Dragonslayer,29,1968
18529,54,11,47,27,54,Thought-Talon,37,1968
18530,6,4,38,45,8,Serpentyne,10,1968
18531,39,21,58,41,13,Dragonslayer,32,1968
18532,28,37,65,27,65,Humblescrumble,32,1968
18533,40,16,51,20,46,Thought-Talon,24,1968
18534,22,21,22,68,27,Serpentyne,23,1968
18535,19,44,44,51,44,Dragonslayer,28,1968
18536,22,40,18,42,12,Dragonslayer,11,1968
18537,49,47,13,20,11,Thought-Talon,14,1968
18538,27,19,64,39,50,Thought-Talon,22,1968
18539,14,24,30,39,38,Dragonslayer,19,1968
18540,51,45,43,17,20,Humblescrumble,27,1968
18541,52,26,20,42,31,Serpentyne,32,1968
18542,64,53,21,49,26,Humblescrumble,39,1968
18543,47,16,16,54,15,Humblescrumble,12,1968
18544,11,41,21,24,47,Thought-Talon,14,1968
18545,9,24,28,44,42,Dragonslayer,14,1968
18546,25,25,8,28,20,Thought-Talon,19,1968
18547,75,45,12,39,47,Serpentyne,29,1968
18548,64,66,13,48,48,Thought-Talon,34,1968
18549,28,23,25,37,34,Dragonslayer,29,1968
18550,24,5,9,27,36,Serpentyne,20,1968
18551,41,33,19,37,21,Dragonslayer,26,1968
18552,76,43,52,31,63,Thought-Talon,45,1968
18553,27,20,45,36,7,Dragonslayer,26,1968
18554,12,10,8,41,42,Serpentyne,14,1968
18555,8,58,6,39,31,Dragonslayer,8,1968
18556,73,22,52,57,60,Dragonslayer,29,1968
18557,22,46,7,30,28,Dragonslayer,8,1968
18558,28,39,61,26,59,Dragonslayer,29,1968
18559,46,23,32,51,31,Serpentyne,30,1968
18560,48,56,17,28,49,Thought-Talon,28,1968
18561,26,59,52,30,15,Humblescrumble,26,1968
18562,55,25,51,31,58,Serpentyne,38,1968
18563,51,32,23,56,14,Serpentyne,47,1969
18564,44,14,49,25,26,Dragonslayer,17,1969
18565,21,11,48,41,36,Dragonslayer,31,1969
18566,30,16,18,32,20,Dragonslayer,13,1969
18567,50,31,38,37,40,Serpentyne,24,1969
18568,50,41,28,41,44,Thought-Talon,45,1969
18569,13,61,23,21,64,Humblescrumble,22,1969
18570,26,12,17,23,22,Humblescrumble,12,1969
18571,49,59,26,33,29,Thought-Talon,19,1969
18572,49,19,6,52,27,Dragonslayer,7,1969
18573,27,8,15,7,64,Thought-Talon,16,1969
18574,22,48,27,31,67,Humblescrumble,24,1969
18575,28,30,24,8,29,Serpentyne,13,1969
18576,35,32,21,41,24,Thought-Talon,19,1969
18577,31,54,34,20,20,Dragonslayer,30,1969
18578,46,42,28,25,42,Humblescrumble,27,1969
18579,40,15,53,14,27,Thought-Talon,21,1969
18580,29,14,5,7,23,Thought-Talon,15,1969
18581,18,13,35,51,20,Thought-Talon,8,1969
18582,17,15,3,41,32,Thought-Talon,13,1969
18583,36,53,27,45,23,Humblescrumble,37,1969
18584,20,65,7,11,27,Dragonslayer,8,1969
18585,55,22,25,33,54,Thought-Talon,48,1969
18586,10,37,48,54,47,Humblescrumble,17,1969
18587,19,33,50,41,35,Thought-Talon,15,1969
18588,52,35,33,24,38,Thought-Talon,46,1969
18589,32,15,25,59,51,Humblescrumble,29,1969
18590,13,36,34,49,57,Thought-Talon,14,1969
18591,48,65,35,32,14,Thought-Talon,14,1969
18592,18,22,12,15,41,Serpentyne,16,1969
18593,51,67,17,54,22,Humblescrumble,44,1969
18594,42,41,52,46,10,Dragonslayer,25,1969
18595,19,38,1,17,13,Humblescrumble,16,1969
18596,34,26,22,23,49,Thought-Talon,17,1969
18597,27,23,6,43,63,Serpentyne,19,1969
18598,11,22,26,15,55,Humblescrumble,18,1969
18599,23,40,33,35,21,Serpentyne,20,1969
18600,47,36,73,28,39,Serpentyne,26,1969
18601,8,64,13,37,40,Humblescrumble,24,1969
18602,60,47,32,51,28,Thought-Talon,35,1969
18603,28,55,37,25,8,Humblescrumble,28,1969
18604,42,49,39,16,39,Dragonslayer,20,1969
18605,23,27,59,35,21,Dragonslayer,29,1969
18606,46,16,51,22,17,Thought-Talon,16,1970
18607,21,45,31,34,25,Humblescrumble,23,1970
18608,36,62,45,34,17,Serpentyne,24,1970
18609,47,33,27,15,14,Humblescrumble,22,1970
18610,15,47,70,45,17,Dragonslayer,38,1970
18611,9,26,25,43,29,Humblescrumble,18,1970
18612,17,51,17,29,3,Serpentyne,13,1970
18613,29,23,55,46,12,Thought-Talon,9,1970
18614,28,29,28,43,38,Dragonslayer,29,1970
18615,12,42,16,22,18,Thought-Talon,16,1970
18616,24,21,53,29,26,Dragonslayer,31,1970
18617,46,20,46,59,32,Humblescrumble,18,1970
18618,26,28,8,58,54,Serpentyne,28,1970
18619,14,12,15,44,32,Dragonslayer,17,1970
18620,37,21,10,37,46,Serpentyne,34,1970
18621,5,21,9,26,35,Humblescrumble,16,1970
18622,34,71,54,50,22,Humblescrumble,24,1970
18623,28,23,44,52,51,Serpentyne,26,1970
18624,47,2,39,46,36,Serpentyne,27,1970
18625,27,54,54,56,13,Dragonslayer,34,1970
18626,48,39,12,42,17,Humblescrumble,30,1970
18627,53,18,28,24,34,Thought-Talon,31,1970
18628,33,32,26,45,39,Dragonslayer,37,1970
18629,28,32,48,48,34,Dragonslayer,27,1970
18630,49,32,11,29,37,Thought-Talon,35,1970
18631,7,47,39,42,32,Dragonslayer,26,1970
18632,39,26,35,14,62,Thought-Talon,37,1970
18633,45,41,16,33,13,Thought-Talon,12,1970
18634,25,60,7,38,29,Humblescrumble,26,1970
18635,13,40,20,40,21,Serpentyne,11,1970
18636,7,17,44,44,26,Dragonslayer,27,1970
18637,18,40,40,22,30,Thought-Talon,19,1970
18638,7,9,69,33,23,Dragonslayer,32,1970
18639,17,25,45,20,30,Humblescrumble,16,1970
18640,37,31,14,48,37,Serpentyne,27,1970
18641,44,58,19,20,42,Humblescrumble,43,1970
18642,20,36,24,19,40,Dragonslayer,30,1970
18643,41,51,46,37,12,Humblescrumble,36,1970
18644,26,25,29,26,11,Dragonslayer,15,1970
18645,26,14,10,25,21,Dragonslayer,16,1970
18646,23,17,29,54,5,Dragonslayer,16,1970
18647,38,67,44,66,44,Humblescrumble,28,1970
18648,19,36,49,49,63,Dragonslayer,38,1970
18649,49,40,31,44,39,Dragonslayer,30,1970
18650,19,60,29,6,49,Humblescrumble,20,1970
18651,20,72,36,6,58,Dragonslayer,14,1970
18652,22,29,34,24,13,Thought-Talon,12,1970
18653,11,20,43,46,54,Serpentyne,14,1970
18654,31,48,52,30,28,Thought-Talon,39,1970
18655,52,43,17,30,3,Humblescrumble,21,1970
18656,24,23,40,57,28,Dragonslayer,28,1970
18657,10,30,15,40,39,Serpentyne,20,1970
18658,40,24,32,25,28,Dragonslayer,32,1971
18659,16,18,19,52,37,Dragonslayer,18,1971
18660,14,18,42,18,23,Thought-Talon,12,1971
18661,35,20,14,18,50,Serpentyne,31,1971
18662,45,25,15,30,21,Dragonslayer,15,1971
18663,45,45,30,4,14,Dragonslayer,10,1971
18664,19,19,7,20,39,Dragonslayer,5,1971
18665,22,22,67,45,46,Humblescrumble,23,1971
18666,42,46,59,5,51,Serpentyne,28,1971
18667,19,30,61,32,21,Dragonslayer,31,1971
18668,45,39,55,39,45,Dragonslayer,48,1971
18669,33,26,36,25,70,Serpentyne,28,1971
18670,22,39,17,43,39,Thought-Talon,15,1971
18671,55,31,14,51,4,Thought-Talon,8,1971
18672,8,59,44,38,37,Humblescrumble,17,1971
18673,34,52,29,37,37,Serpentyne,23,1971
18674,37,28,32,59,40,Thought-Talon,25,1971
18675,45,44,57,45,23,Dragonslayer,32,1971
18676,43,11,14,39,67,Serpentyne,34,1971
18677,37,49,18,42,33,Serpentyne,26,1971
18678,43,15,17,24,23,Humblescrumble,12,1971
18679,23,42,8,32,17,Thought-Talon,14,1971
18680,10,48,19,5,35,Thought-Talon,7,1971
18681,23,9,16,16,62,Humblescrumble,22,1971
18682,43,19,35,20,8,Humblescrumble,11,1971
18683,23,47,12,16,30,Serpentyne,21,1971
18684,23,40,10,25,18,Dragonslayer,12,1971
18685,30,12,28,20,23,Thought-Talon,12,1971
18686,42,35,35,63,40,Humblescrumble,23,1971
18687,17,56,16,49,35,Serpentyne,20,1971
18688,17,6,42,51,30,Dragonslayer,26,1971
18689,14,34,29,5,45,Dragonslayer,16,1971
18690,18,49,11,36,32,Dragonslayer,13,1971
18691,21,5,56,32,52,Serpentyne,21,1971
18692,35,38,32,17,40,Serpentyne,20,1971
18693,47,63,55,15,13,Humblescrumble,36,1971
18694,48,40,34,38,24,Dragonslayer,29,1971
18695,28,59,45,23,41,Thought-Talon,36,1972
18696,37,17,2,14,13,Humblescrumble,9,1972
18697,15,35,6,41,20,Humblescrumble,21,1972
18698,64,18,5,12,24,Thought-Talon,21,1972
18699,47,22,8,23,6,Dragonslayer,10,1972
18700,21,26,60,17,48,Dragonslayer,17,1972
18701,20,39,11,41,45,Thought-Talon,12,1972
18702,37,54,45,30,22,Humblescrumble,31,1972
18703,47,15,35,55,36,Humblescrumble,12,1972
18704,48,31,66,55,35,Thought-Talon,37,1972
18705,33,23,38,16,23,Dragonslayer,15,1972
18706,35,35,12,22,37,Thought-Talon,27,1972
18707,38,56,8,36,15,Dragonslayer,11,1972
18708,52,71,11,45,52,Dragonslayer,11,1972
18709,42,11,42,9,46,Humblescrumble,18,1972
18710,18,47,15,16,44,Thought-Talon,18,1972
18711,38,46,27,21,49,Humblescrumble,26,1972
18712,20,25,26,51,21,Humblescrumble,14,1972
18713,55,52,24,44,51,Dragonslayer,26,1972
18714,22,44,17,26,37,Serpentyne,15,1972
18715,21,63,48,56,26,Dragonslayer,31,1972
18716,28,36,53,27,17,Dragonslayer,27,1972
18717,21,44,19,36,38,Dragonslayer,20,1972
18718,53,21,50,24,47,Thought-Talon,36,1972
18719,41,34,23,45,22,Thought-Talon,13,1972
18720,30,23,15,15,25,Humblescrumble,22,1972
18721,41,28,24,36,54,Thought-Talon,36,1972
18722,26,62,8,33,34,Dragonslayer,6,1972
18723,46,11,37,24,18,Humblescrumble,17,1972
18724,17,46,39,32,47,Thought-Talon,14,1972
18725,11,13,25,44,68,Humblescrumble,29,1972
18726,33,29,24,48,19,Dragonslayer,24,1972
18727,20,20,16,47,12,Serpentyne,24,1972
18728,52,41,48,42,26,Dragonslayer,33,1972
18729,70,44,19,6,16,Thought-Talon,9,1972
18730,12,22,36,30,34,Dragonslayer,18,1972
18731,28,45,53,15,49,Dragonslayer,16,1972
18732,39,12,14,23,35,Dragonslayer,16,1972
18733,37,10,41,35,12,Humblescrumble,11,1973
18734,65,47,44,61,41,Thought-Talon,43,1973
18735,27,33,36,32,47,Dragonslayer,37,1973
18736,39,33,29,12,22,Thought-Talon,20,1973
18737,57,46,13,60,29,Serpentyne,38,1973
18738,39,19,32,20,29,Thought-Talon,26,1973
18739,12,41,20,16,38,Dragonslayer,10,1973
18740,52,33,34,68,15,Dragonslayer,25,1973
18741,37,26,18,40,53,Humblescrumble,21,1973
18742,36,15,46,62,27,Thought-Talon,28,1973
18743,61,20,44,35,30,Dragonslayer,36,1973
18744,52,39,34,34,35,Humblescrumble,22,1973
18745,31,27,13,17,18,Thought-Talon,17,1973
18746,33,29,30,43,39,Dragonslayer,37,1973
18747,48,51,35,25,38,Serpentyne,23,1973
18748,33,23,49,19,64,Humblescrumble,28,1973
18749,51,50,23,21,21,Dragonslayer,26,1973
18750,22,5,53,44,9,Serpentyne,17,1973
18751,25,36,25,46,31,Dragonslayer,30,1973
18752,20,40,18,19,8,Humblescrumble,19,1973
18753,22,27,27,20,61,Humblescrumble,17,1973
18754,18,27,23,24,26,Thought-Talon,20,1973
18755,39,46,33,4,7,Thought-Talon,7,1973
18756,12,36,19,23,19,Thought-Talon,12,1973
18757,55,18,50,52,29,Serpentyne,32,1973
18758,10,36,73,14,42,Dragonslayer,9,1973
18759,64,42,75,65,31,Dragonslayer,56,1973
18760,23,27,45,11,4,Humblescrumble,20,1973
18761,27,11,48,39,66,Dragonslayer,34,1973
18762,72,30,54,18,26,Humblescrumble,19,1973
18763,31,46,44,47,26,Dragonslayer,28,1973
18764,12,35,15,19,4,Humblescrumble,15,1973
18765,38,25,9,49,33,Serpentyne,33,1973
18766,18,45,24,54,43,Dragonslayer,21,1973
18767,32,44,46,23,32,Humblescrumble,25,1973
18768,31,29,29,43,31,Humblescrumble,14,1973
18769,31,52,39,26,31,Thought-Talon,41,1973
18770,60,52,37,17,25,Serpentyne,13,1973
18771,28,29,25,28,54,Dragonslayer,33,1973
18772,26,47,22,20,31,Thought-Talon,29,1973
18773,40,4,42,19,20,Humblescrumble,16,1973
18774,51,14,46,36,25,Serpentyne,16,1973
18775,23,20,15,58,34,Dragonslayer,24,1973
18776,31,61,43,41,33,Dragonslayer,37,1973
18777,59,24,39,14,14,Dragonslayer,20,1973
18778,41,37,64,43,30,Thought-Talon,32,1974
18779,28,13,50,68,46,Humblescrumble,24,1974
18780,34,20,31,22,47,Serpentyne,28,1974
18781,20,42,23,63,42,Humblescrumble,22,1974
18782,37,31,57,29,58,Dragonslayer,36,1974
18783,58,33,47,46,12,Humblescrumble,22,1974
18784,28,43,30,14,52,Thought-Talon,30,1974
18785,23,37,22,44,20,Humblescrumble,21,1974
18786,27,45,4,40,53,Dragonslayer,4,1974
18787,26,11,41,28,20,Serpentyne,14,1974
18788,16,22,15,38,11,Serpentyne,25,1974
18789,37,11,30,37,12,Serpentyne,23,1974
18790,44,2,39,29,27,Thought-Talon,19,1974
18791,14,27,68,30,50,Humblescrumble,18,1974
18792,6,22,61,29,44,Dragonslayer,29,1974
18793,70,29,7,46,37,Humblescrumble,18,1974
18794,45,36,57,36,31,Dragonslayer,33,1974
18795,33,9,64,39,31,Thought-Talon,26,1974
18796,63,8,50,13,42,Serpentyne,20,1974
18797,34,42,11,62,45,Dragonslayer,13,1974
18798,30,39,18,27,31,Humblescrumble,22,1974
18799,33,43,25,22,12,Humblescrumble,29,1974
18800,10,45,49,29,49,Humblescrumble,18,1974
18801,15,20,38,23,21,Serpentyne,14,1974
18802,20,43,56,40,29,Serpentyne,16,1974
18803,7,29,50,23,48,Serpentyne,7,1974
18804,17,37,9,48,58,Humblescrumble,17,1974
18805,50,17,12,23,5,Dragonslayer,4,1974
18806,35,34,60,46,38,Serpentyne,33,1974
18807,35,10,18,45,51,Serpentyne,36,1974
18808,45,58,27,31,53,Humblescrumble,36,1974
18809,14,39,24,28,29,Dragonslayer,21,1974
18810,16,35,30,30,17,Dragonslayer,24,1974
18811,32,11,46,54,45,Humblescrumble,23,1974
18812,39,29,61,49,21,Dragonslayer,38,1974
18813,26,22,71,25,35,Dragonslayer,27,1974
18814,66,25,22,29,24,Humblescrumble,14,1974
18815,14,4,57,41,18,Dragonslayer,43,1975
18816,30,6,1,36,14,Humblescrumble,18,1975
18817,55,12,33,34,8,Serpentyne,17,1975
18818,47,23,17,15,36,Dragonslayer,18,1975
18819,49,30,47,50,8,Serpentyne,39,1975
18820,15,32,7,35,17,Humblescrumble,17,1975
18821,43,66,46,26,13,Serpentyne,8,1975
18822,22,29,61,15,59,Thought-Talon,18,1975
18823,22,12,42,43,37,Thought-Talon,11,1975
18824,26,32,36,27,11,Humblescrumble,20,1975
18825,45,50,34,23,35,Humblescrumble,37,1975
18826,48,67,34,42,34,Thought-Talon,45,1975
18827,52,31,46,50,69,Dragonslayer,31,1975
18828,9,33,38,9,52,Dragonslayer,14,1975
18829,69,38,38,12,40,Dragonslayer,14,1975
18830,28,42,30,31,6,Humblescrumble,24,1975
18831,24,37,20,35,17,Serpentyne,28,1975
18832,38,49,41,35,46,Serpentyne,32,1975
18833,19,55,9,5,5,Humblescrumble,23,1975
18834,5,58,42,19,32,Thought-Talon,4,1975
18835,30,26,27,57,25,Serpentyne,22,1975
18836,43,6,41,64,48,Serpentyne,38,1975
18837,28,6,6,25,17,Thought-Talon,15,1975
18838,60,22,64,32,49,Dragonslayer,34,1975
18839,45,24,51,40,35,Dragonslayer,28,1975
18840,7,40,37,43,5,Dragonslayer,23,1975
18841,44,33,41,47,29,Serpentyne,43,1975
18842,21,52,67,17,34,Humblescrumble,14,1975
18843,14,4,29,72,36,Humblescrumble,17,1975
18844,48,41,11,29,28,Humblescrumble,29,1975
18845,14,26,52,11,8,Thought-Talon,9,1975
18846,23,24,15,24,17,Serpentyne,13,1975
18847,26,36,59,36,31,Thought-Talon,34,1975
18848,18,7,34,15,13,Dragonslayer,22,1975
18849,22,6,20,37,64,Serpentyne,20,1975
18850,33,57,22,74,22,Thought-Talon,23,1975
18851,38,55,65,51,26,Serpentyne,35,1975
18852,23,36,20,16,50,Dragonslayer,17,1975
18853,60,39,34,41,20,Humblescrumble,33,1975
18854,17,59,24,17,35,Humblescrumble,18,1975
18855,43,10,10,20,8,Dragonslayer,8,1975
18856,33,37,24,29,64,Dragonslayer,20,1975
18857,39,27,56,35,15,Humblescrumble,18,1976
18858,33,39,9,47,30,Dragonslayer,5,1976
18859,9,28,3,50,21,Serpentyne,14,1976
18860,12,32,18,59,41,Serpentyne,14,1976
18861,9,31,17,14,41,Dragonslayer,11,1976
18862,42,46,31,43,41,Serpentyne,23,1976
18863,45,50,15,16,15,Humblescrumble,33,1976
18864,53,5,20,33,11,Serpentyne,17,1976
18865,32,24,23,37,58,Humblescrumble,24,1976
18866,28,24,34,41,59,Humblescrumble,13,1976
18867,52,5,40,21,11,Dragonslayer,28,1976
18868,25,41,56,39,47,Dragonslayer,43,1976
18869,22,20,37,51,33,Serpentyne,15,1976
18870,49,45,25,42,41,Humblescrumble,34,1976
18871,26,9,10,27,60,Dragonslayer,9,1976
18872,47,41,18,48,21,Humblescrumble,28,1976
18873,18,35,35,34,68,Humblescrumble,16,1976
18874,29,18,51,39,9,Humblescrumble,13,1976
18875,33,21,12,27,29,Serpentyne,13,1976
18876,24,40,4,32,55,Serpentyne,20,1976
18877,52,52,46,8,38,Thought-Talon,52,1976
18878,46,51,36,29,49,Humblescrumble,34,1976
18879,30,32,31,7,49,Thought-Talon,25,1976
18880,32,37,21,28,22,Dragonslayer,29,1976
18881,50,27,68,13,12,Dragonslayer,17,1976
18882,52,58,30,8,25,Humblescrumble,40,1976
18883,24,27,55,27,26,Dragonslayer,29,1976
18884,12,55,35,43,55,Dragonslayer,21,1976
18885,67,23,22,20,6,Humblescrumble,18,1976
